data_size, threads, time
40000, 1, 4.66878
40000, 1, 4.6478
40000, 1, 4.62704
40000, 1, 4.67771
40000, 1, 4.69091
40000, 1, 4.64491
40000, 1, 4.6412
40000, 1, 4.61077
40000, 1, 4.6216
40000, 1, 4.64708
40000, 1, 4.58871
40000, 1, 4.61195
40000, 1, 4.63439
40000, 1, 4.61093
40000, 1, 4.62315
40000, 1, 4.62366
40000, 1, 4.62322
40000, 1, 4.60904
40000, 1, 4.63507
40000, 1, 4.62233
40000, 1, 4.62977
40000, 1, 4.62364
40000, 1, 4.62188
40000, 1, 4.62037
40000, 1, 4.63788
40000, 1, 4.66851
40000, 1, 4.72102
40000, 1, 4.66551
40000, 1, 4.71132
40000, 1, 4.6657
40000, 1, 4.68515
40000, 1, 4.65276
40000, 1, 4.65467
40000, 1, 4.66183
40000, 1, 4.66712
40000, 1, 4.64183
40000, 1, 4.66213
