threads, time
20, 0.0295205
20, 0.0296013
20, 0.0382507
20, 0.0262
20, 0.0261938
20, 0.0261966
20, 0.0261935
20, 0.0261954
20, 0.0261968
20, 0.0261971
20, 0.0261933
20, 0.0261959
20, 0.0262078
20, 0.0261975
20, 0.0261961
20, 0.0267023
20, 0.0265925
20, 0.0274788
20, 0.0295589
20, 0.0295638
20, 0.0299746
20, 0.0370343
20, 0.0275676
20, 0.0257069
20, 0.0255923
20, 0.0256988
20, 0.0262105
20, 0.0256609
20, 0.0258334
20, 0.0257474
20, 0.0259402
20, 0.0257032
20, 0.0254577
20, 0.0256398
20, 0.0257275
20, 0.0259243
20, 0.0261912
20, 0.0252628
20, 0.0256209
20, 0.0257103
20, 0.0262187
20, 0.0253754
20, 0.0255832
20, 0.0257449
20, 0.0256773
20, 0.0257922
20, 0.0255306
20, 0.0257371
20, 0.0262843
20, 0.0258147
20, 0.0260916
20, 0.0260393
20, 0.0261249
20, 0.0256371
20, 0.0268949
20, 0.025714
20, 0.0255927
20, 0.025684
20, 0.0256705
20, 0.0257228
20, 0.0256276
20, 0.0257552
20, 0.0259018
20, 0.0255659
20, 0.025848
20, 0.0255142
20, 0.0256254
20, 0.0256135
20, 0.025687
20, 0.0257242
20, 0.025721
20, 0.0254508
20, 0.0256699
20, 0.0257721
20, 0.0256518
20, 0.025585
20, 0.0255923
20, 0.0256773
20, 0.0256666
20, 0.0256447
20, 0.0261688
20, 0.0263768
20, 0.0259799
20, 0.0258192
20, 0.0263251
40, 0.0284436
40, 0.019863
40, 0.0200692
40, 0.0201076
40, 0.0200105
40, 0.0200053
40, 0.0200134
40, 0.0199573
40, 0.0199717
40, 0.0201272
40, 0.0199213
40, 0.01993
40, 0.0199413
40, 0.0199567
40, 0.0199586
40, 0.0199264
40, 0.0199031
40, 0.0199643
40, 0.0232356
40, 0.0196534
40, 0.0197529
40, 0.0197483
40, 0.019857
40, 0.0198328
40, 0.0196188
40, 0.0197852
40, 0.0198022
40, 0.0197964
40, 0.0197445
40, 0.0198664
40, 0.0197304
40, 0.0198372
40, 0.0197538
40, 0.0197385
40, 0.0198346
40, 0.019718
40, 0.0198176
40, 0.0197454
40, 0.0196856
40, 0.0195827
40, 0.0195383
40, 0.0195509
40, 0.0195848
40, 0.0195734
40, 0.0258046
40, 0.0195191
40, 0.0197029
40, 0.0196973
40, 0.0197164
40, 0.0196754
40, 0.0196671
40, 0.0196874
40, 0.0197046
40, 0.0196627
40, 0.0196814
40, 0.0197473
40, 0.0196225
40, 0.0197513
40, 0.019641
40, 0.0196817
40, 0.0224498
40, 0.0193745
40, 0.0195449
40, 0.0196023
40, 0.0194819
40, 0.0195165
40, 0.0231187
40, 0.0194645
40, 0.0196613
40, 0.0196796
40, 0.0197015
40, 0.0196371
40, 0.0196193
40, 0.0196685
40, 0.0196558
40, 0.0196441
40, 0.019682
40, 0.0196618
40, 0.0194142
40, 0.0193971
40, 0.0194141
40, 0.0194605
40, 0.0193796
40, 0.0194189
40, 0.0259938
40, 0.0192834
40, 0.019569
40, 0.0195291
40, 0.019548
40, 0.0194213
40, 0.0195292
40, 0.0194646
40, 0.0195103
40, 0.0195412
40, 0.01948
40, 0.0195363
40, 0.0192615
40, 0.0192358
40, 0.0238284
40, 0.0190724
