threads, chunks, time
4, 100, 8.07543
4, 100, 8.08336
4, 100, 8.05447
4, 100, 8.09777
4, 100, 8.05888
4, 100, 8.08489
4, 100, 8.06624
4, 100, 8.07437
4, 100, 8.08554
4, 100, 8.07938
4, 100, 8.08867
4, 100, 8.0836
4, 100, 8.08153
4, 100, 8.07895
4, 100, 8.07651
4, 100, 8.08651
4, 100, 8.10317
4, 100, 8.09273
4, 100, 8.09404
4, 100, 8.10418
4, 100, 8.07157
4, 100, 8.06517
4, 100, 8.08159
4, 100, 8.08922
4, 100, 8.05801
4, 100, 8.08485
4, 100, 8.06052
4, 100, 8.07444
4, 100, 8.06031
4, 100, 8.07382
4, 100, 8.06809
4, 100, 8.08183
4, 100, 8.07756
4, 100, 8.06016
4, 100, 8.0826
4, 100, 8.05829
4, 100, 8.06109
4, 100, 8.06537
4, 100, 8.08145
4, 100, 8.0583
4, 100, 8.07384
4, 100, 8.06341
4, 100, 8.07412
4, 100, 8.06145
4, 100, 8.06204
4, 100, 8.07441
4, 100, 8.07464
4, 100, 8.08551
4, 250, 8.5189
4, 250, 8.53456
4, 250, 8.51254
4, 250, 8.51419
4, 250, 8.51976
4, 250, 8.51616
4, 250, 8.52612
4, 250, 8.51176
4, 250, 8.52844
4, 250, 8.51689
4, 250, 8.51645
4, 250, 8.52252
4, 250, 8.52675
4, 250, 8.53218
4, 250, 8.50971
4, 250, 8.51877
4, 250, 8.51135
4, 250, 8.51605
4, 250, 8.51871
4, 250, 8.50638
4, 250, 8.52105
4, 250, 8.50904
4, 250, 8.51374
4, 250, 8.5114
4, 250, 8.51398
4, 250, 8.51767
4, 250, 8.50953
4, 250, 8.52844
4, 250, 8.51118
4, 250, 8.52809
4, 250, 8.50834
4, 250, 8.51973
4, 250, 8.52511
4, 250, 8.5087
4, 250, 8.52605
4, 250, 8.51504
4, 250, 8.52322
4, 250, 8.51339
4, 250, 8.52808
4, 250, 8.52542
4, 250, 8.51484
4, 250, 8.5306
4, 250, 8.51012
4, 250, 8.5217
4, 250, 8.5112
4, 250, 8.52083
4, 250, 8.52608
4, 250, 8.50732
4, 250, 8.52616
4, 250, 8.51062
4, 250, 8.52335
4, 250, 8.5102
4, 250, 8.51838
4, 250, 8.52359
4, 250, 8.51453
4, 250, 8.52444
4, 250, 8.52341
4, 250, 8.5482
4, 250, 8.5328
4, 250, 8.53855
4, 250, 8.54429
4, 250, 8.52732
4, 250, 8.54449
4, 250, 8.5243
4, 250, 8.5366
4, 250, 8.52849
4, 250, 8.53416
4, 250, 8.54275
4, 250, 8.52468
4, 250, 8.5377
4, 250, 8.52482
4, 250, 8.54129
4, 250, 8.52241
4, 250, 8.51933
4, 250, 8.54303
4, 250, 8.53414
4, 250, 8.52938
4, 250, 8.54239
4, 250, 8.52604
4, 250, 8.5335
4, 250, 8.52921
4, 250, 8.53758
4, 250, 8.54114
4, 250, 8.5275
4, 250, 8.53705
4, 250, 8.53839
4, 250, 8.55734
4, 250, 8.55994
4, 250, 8.57248
4, 250, 8.55542
4, 250, 8.56976
4, 250, 8.56235
4, 250, 8.5762
4, 250, 8.56176
4, 250, 8.55977
4, 250, 8.57466
4, 250, 8.55715
4, 250, 8.57275
4, 250, 8.55741
4, 250, 8.56401
7, 1, 4.77671
7, 1, 4.82889
7, 1, 4.79385
7, 1, 4.79226
7, 1, 4.80186
7, 1, 4.81755
7, 1, 4.81813
7, 1, 4.79542
7, 1, 4.84862
7, 1, 4.81061
7, 1, 4.81334
7, 1, 4.811
7, 1, 4.8022
7, 1, 4.80744
7, 1, 4.82097
7, 1, 4.83413
7, 1, 4.78975
7, 1, 4.86618
7, 1, 4.80872
7, 1, 4.8369
7, 1, 4.83689
7, 1, 4.7944
7, 1, 4.80713
7, 1, 4.82793
7, 1, 4.79234
7, 1, 4.81698
7, 1, 4.78751
7, 1, 4.78717
7, 1, 4.79042
7, 1, 4.83075
7, 1, 4.79178
7, 1, 4.79447
7, 1, 4.79114
7, 1, 4.79017
7, 1, 4.85676
7, 1, 4.81532
7, 1, 4.81741
7, 1, 4.78809
7, 1, 4.81269
7, 1, 4.80491
7, 1, 4.79545
7, 1, 4.8001
7, 1, 4.79741
7, 1, 4.79761
7, 1, 4.81639
7, 1, 4.80892
7, 1, 4.79493
7, 1, 4.84504
7, 1, 4.79614
7, 1, 4.80047
7, 1, 4.8123
7, 1, 4.79915
7, 1, 4.79258
7, 1, 4.80346
7, 1, 4.79009
7, 1, 4.84654
7, 1, 4.8038
7, 1, 4.80001
7, 1, 4.79344
7, 1, 4.8177
7, 1, 4.79246
7, 1, 4.80271
7, 1, 4.81057
7, 1, 4.78814
7, 1, 4.79264
7, 1, 4.79017
7, 1, 4.79377
7, 1, 4.85118
7, 1, 4.80484
7, 1, 4.80941
7, 1, 4.85562
7, 1, 4.80449
7, 1, 4.86205
7, 1, 4.78877
7, 1, 4.83334
7, 1, 4.80892
